2,"arctic monkeys tour dates, tickets, music, videos, photos, and more.",2
2,arctic monkeys to perform in middlesbrough on 5th june 2023.,2
2,"upcoming concerts in september 2023, including dates, locations, and artists.",2
2,maroon 5 announces tour dates for upcoming concerts in north america and europe.,2
2,upcoming 2023 concert tour dates for various artists.,2
2,"guns n' roses tour dates, tickets, setlists, and news.",2
2,"live performance of the band ""the struts"" in london, uk on april 28, 2019.",2
2,"guns n' roses tour dates, tickets, setlists, and news.",2
2,"live performance of ""the music of john williams"" by the london symphony orchestra.",2
2,"tickets for the rock band the struts' show in london on april 28, 2020.",2
2,"guns n' roses concert at circo massimo, rome on 8th july 2023.",2
2,"guns n' roses tour dates, tickets, setlists, and news.",2
2,upcoming 2023 concert tour dates for various artists.,2
2,"foo fighters tour dates, tickets, and venues for upcoming concerts.",2
2,upcoming 2023 concert tour dates for various artists.,2
2,"ed sheeran's tour dates, venues, and ticket information.",2
2,upcoming 2023 concert tour dates for various artists.,2
2,"eric clapton's upcoming tour dates, venues, and ticket information.",2
2,upcoming 2023 concert tour dates for various artists.,2
2,"pearl jam's upcoming tour dates, venues, and ticket information.",2
2,upcoming 2023 concert tour dates for various artists.,2
2,"ozzy osbourne's upcoming tour dates, venues, and ticket information.",2
2,upcoming 2023 concert tour dates for various artists.,2
2,"u2 tour dates, tickets, and venues for upcoming concerts.",2
2,upcoming 2023 concert tour dates for various artists.,2
2,"kendrick lamar's tour dates, venues, and ticket information.",2
2,upcoming 2023 concert tour dates for various artists.,2
2,"green day tour dates, tickets, and venues for upcoming concerts.",2
2,upcoming 2023 concert tour dates for various artists.,2
2,"carlos santana announces tour dates for 2020, including shows in the us, canada, and europe.",2
2,upcoming 2023 concert tour dates for various artists.,2
2,"lynyrd skynyrd tour dates, tickets, and venues for upcoming concerts.",2
2,upcoming 2023 concert tour dates for various artists.,2
2,"upcoming concerts in september 2023, including dates, locations, and artists.",2
2,upcoming 2023 concert tour dates for various artists.,2
2,"taylor swift's upcoming tour dates, venues, and ticket information.",2
2,upcoming 2023 concert tour dates for various artists.,2
2,judas priest announces tour dates for upcoming concerts in europe and north america.,2
2,upcoming 2023 concert tour dates for various artists.,2
2,"muse tour dates, tickets, and venues for upcoming concerts.",2
2,upcoming 2023 concert tour dates for various artists.,2
2,onerepublic announces tour dates for upcoming concerts in europe and north america.,2
2,upcoming 2023 concert tour dates for various artists.,2
2,"upcoming concerts in september 2023, including dates, locations, and artists.",2
2,book tickets for colosseum tours and explore the ancient roman amphitheatre.,0
2,whole planets in star wars function similar to cells in a body.,0
